link,headline,source,date,description,category
https://edition.cnn.com/2024/09/13/health/mpox-vaccine-booster-shots-debate/index.html,CDC says mpox vaccine boosters aren’t needed in the US as questions emerge around waning immunity,CNN,2024-09-13,"As a deadly mpox outbreak continues to spread in Africa and other parts of the world, questions are emerging about whether some vulnerable people in the United States may need booster doses of the mpox vaccine.",health
https://edition.cnn.com/videos/health/2023/02/24/paper-plate-workout-dana-santas-lbb-orig.cnn,Grab a paper plate and try this quick and surprisingly challenging total-body workout,CNN,2023-02-24,Grab a paper plate and try this quick and surprisingly challenging total-body workout,health
https://edition.cnn.com/2024/09/12/health/us-abortion-decline-florida-ban-guttmacher/index.html,"US abortion rates dipped after Florida’s 6-week ban took effect, report shows",CNN,2024-09-12,"A six-week abortion ban in Florida led to a sharp drop in the number of abortions provided in the state and drove down national trends too, a new report shows.",health
https://edition.cnn.com/2024/09/05/health/anti-racism-daily-practice-jennifer-harvey-wellness/index.html,Work that White people can do to create a just world,CNN,2024-09-05,"Imagine you’re trying to learn calculus. You’re in a classroom with some students who’ve been doing high-level math for years, and others who’ve only learned basic addition. But no one can leave until everybody learns calculus. Oh, and by the way, the school building is on fire.",health
https://edition.cnn.com/2024/09/12/health/bird-flu-h5n1-fall/index.html,The US is entering a riskier season for spread of H5N1 bird flu. Here’s why experts are worried,CNN,2024-09-12,"With the approach of fall and cooler weather across the United States, officials say the risk posed by the H5N1 bird flu virus could rise — and they’re taking steps to prevent the creation of a hybrid flu virus that could more easily infect humans.",health
https://edition.cnn.com/cnn-underscored/health-fitness/oral-hygiene-routine,health,,,,
https://edition.cnn.com/videos/foodanddrink/2023/07/18/watermelon-feta-salad-recipe-mediterranean-diet-lbb-nn-contd-orig.cnn,Mediterranean chef﻿ reveals a favorite summertime snack,CNN,2023-07-18,Mediterranean chef﻿ reveals a favorite summertime snack,health
https://edition.cnn.com/2024/09/13/health/missouri-bird-flu-h5n1/index.html,"Mysterious bird flu case in Missouri was similar to strain circulating in cattle, CDC says",CNN,2024-09-13,"A patient in Missouri who was hospitalized after an infection with bird flu had the H5N1 strain of the virus, the US Centers for Disease Control and Prevention confirmed Friday.",health
https://edition.cnn.com/2024/09/10/health/fda-tampons-heavy-metals-wellness/index.html,"Lead, arsenic and other heavy metals in tampons prompt FDA investigation",CNN,2024-09-10,The US Food and Drug Administration announced Tuesday that it will examine the potential harm to women of heavy metals such as lead and arsenic found in tampons.,health
https://edition.cnn.com/2024/09/14/science/spacex-polaris-dawn-spacewalk-historic-milestone/index.html,‘A giant leap’: Why a tech billionaire’s climb outside a spacecraft was so historic,CNN,2024-09-14,"SpaceX’s Polaris Dawn crew is beginning its fifth day in orbit, having marked a few record-setting milestones on a historic journey — including the world’s first commercial spacewalk.",health
https://edition.cnn.com/2024/09/13/health/special-needs-trust-disabled-children-wellness/index.html,Special needs trusts bring peace of mind to aging parents of children with disabilities,CNN,2024-09-13,"Over a decade before her husband’s death, Linda Tung was already concerned with estate planning. Their daughter, Rachel, was born with cerebral palsy, a neurological condition that can greatly hamper mobility. Planning for Rachel’s financial future, one without the everyday care of a parent, has always been top of mind.",health
https://edition.cnn.com/2024/09/10/health/liraglutide-weight-loss-younger-children/index.html,"Weight loss drug liraglutide shows promise for younger children with obesity, study finds",CNN,2024-09-10,"Children who used the weight loss drug liraglutide in a late-stage trial lost significantly more weight than children who got a placebo, according to a new study.",health
https://edition.cnn.com/2024/09/11/health/apocalypse-disasters-teamwork-athena-aktipis-wellness/index.html,Preparing for the apocalypse: Here’s why collaboration is essential,CNN,2024-09-11,"Watch any zombie movie, and you’ll likely see people panicking and turning on each other to prevent the undead from snacking on their brains. But researchers recognize that such responses are merely myths.",health
https://edition.cnn.com/2024/09/15/science/spacex-polaris-dawn-splashdown-landing/index.html,SpaceX Polaris Dawn crew returns home after history-making mission,CNN,2024-09-15,"SpaceX’s Polaris Dawn crew is home, capping off a five-day mission to orbit — which included the world’s first commercial spacewalk — by splashing down in the Gulf of Mexico.",health
https://edition.cnn.com/videos/health/2023/01/03/choosing-weights-dumbbell-workout-lbb-orig.cnn,You’re not weak. You’re just using the wrong weights in the gym,CNN,2023-01-03,You’re not weak. You’re just using the wrong weights in the gym,health
https://edition.cnn.com/2024/09/13/health/boars-head-virginia-plant-closure-recall/index.html,Boar’s Head to close Virginia plant linked to deadly listeria outbreak,CNN,2024-09-13,"Boar’s Head will close the Virginia plant that produced deli meat tied to a deadly listeria outbreak, the company said on Friday.",health
https://edition.cnn.com/2024/09/04/health/suicide-prevention-month-important-facts-wellness/index.html,What you should know about the ‘silent epidemic of suicide’,CNN,2024-09-04,"More than 49,000 people in the United States died by suicide in 2022 — that’s one death every 11 minutes, and more than any other year dating to back at least 1941, according to the US Centers for Disease Control and Prevention.",health
https://edition.cnn.com/2024/09/10/health/college-student-mental-health-wellness/index.html,Is your child headed off to college? Here are 5 tips to manage mental health,CNN,2024-09-10,(CNN) — College students are carrying a lot of baggage with them as they head off to campus this fall — and not just the usual dorm accoutrements. And many parents may be worried about whether their kids are going to be all right.,health
https://edition.cnn.com/2024/09/12/health/gilead-hiv-prep-lenacapavir/index.html,"Twice-a-year injection reduced risk of HIV infection by 96%, drug company says — more than daily PrEP pill",CNN,2024-09-12,"A drug currently used to treat HIV has also been found to dramatically reduce the risk of infection, significantly more than the primary option available for pre-exposure prophylaxis or PrEP.",health
https://edition.cnn.com/2024/09/11/health/homeless-encampments-sweeps-san-francisco-kff-health-news-partner/index.html,"Tossed medicine, delayed housing: How homeless sweeps are thwarting Medicaid’s goals",CNN,2024-09-11,"Andrew Douglass shoved his clothes and belongings into plastic trash bags as five police officers surrounded his encampment — a drab gray tent overflowing along a bustling sidewalk in the gritty Tenderloin neighborhood, where homeless people lie sprawled on public sidewalks, sometimes in drug overdoses.",health
https://edition.cnn.com/2024/09/13/health/mental-health-georgia-school-shooting/index.html,‘What happens three months from now?’ Mental health after Georgia high school shooting,CNN,2024-09-13,"About an hour after gunfire erupted at Apalachee High School, ambulances started arriving at nearby Northeast Georgia Medical Center Barrow with two students and two adults suffering from panic attacks and extreme anxiety, not bullet wounds.",health
https://edition.cnn.com/2024/09/01/health/emotional-eating-wellness/index.html,"Food as fuel might not be the healthiest approach, experts say",CNN,2024-09-01,It’s been a hard day. The worst thing you could do is reach for the chocolate chip cookies that taste like the ones your family always had when you were a kid – right?,health
https://edition.cnn.com/2024/09/11/health/global-nutrient-intake-study-wellness/index.html,Billions aren’t eating enough of 7 critical nutrients. Here’s how to get them in your diet,CNN,2024-09-11,"Nutrients such as iron and calcium are critical for blood and bone health, respectively. But more than half the global population isn’t eating enough of these and five other nutrients also crucial for human health, according to a new study.",health
